time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.31478e-05	98.783
1	1.31478e-05	3.16231e-05	98.783
2	3.16231e-05	5.75844e-05	280.319
3	5.75844e-05	9.4065e-05	321.045
4	9.4065e-05	0.000145327	505.857
5	0.000145327	0.000217361	822.366
6	0.000217361	0.000318582	948.36
7	0.000318582	0.000460818	758.169
8	0.000460818	0.000660686	572.085
9	0.000660686	0.000941539	468.821
10	0.000941539	0.00133619	408.486
11	0.00133619	0.00189076	369.26
12	0.00189076	0.00267003	352.569
13	0.00267003	0.00376506	380.58
14	0.00376506	0.00530378	491.179
15	0.00530378	0.00746599	651.593
16	0.00746599	0.0105043	763.633
17	0.0105043	0.0147737	764.109
18	0.0147737	0.0207731	482.748
19	0.0207731	inf	482.748
