time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.33351e-05	56.7393
1	1.33351e-05	3.20735e-05	56.7393
2	3.20735e-05	5.84045e-05	189.532
3	5.84045e-05	9.54048e-05	242.509
4	9.54048e-05	0.000147397	496.739
5	0.000147397	0.000220457	811.652
6	0.000220457	0.00032312	927.152
7	0.00032312	0.000467381	746.887
8	0.000467381	0.000670096	554.774
9	0.000670096	0.00095495	450.142
10	0.00095495	0.00135522	396.88
11	0.00135522	0.00191769	363.537
12	0.00191769	0.00270806	348.666
13	0.00270806	0.00381868	376.246
14	0.00381868	0.00537932	488.844
15	0.00537932	0.00757233	661.55
16	0.00757233	0.0106539	807.533
17	0.0106539	0.0149842	935.379
18	0.0149842	0.021069	117867
19	0.021069	inf	117867
