time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.34089e-05	85.801
1	1.34089e-05	3.22511e-05	85.801
2	3.22511e-05	5.8728e-05	265.629
3	5.8728e-05	9.59332e-05	259.745
4	9.59332e-05	0.000148214	443.926
5	0.000148214	0.000221678	788.037
6	0.000221678	0.000324909	872.459
7	0.000324909	0.000469969	703.266
8	0.000469969	0.000673807	538.064
9	0.000673807	0.000960238	445.59
10	0.000960238	0.00136273	391.539
11	0.00136273	0.00192831	359.534
12	0.00192831	0.00272306	348.245
13	0.00272306	0.00383983	380.385
14	0.00383983	0.00540912	493.958
15	0.00540912	0.00761427	654.543
16	0.00761427	0.0107129	764.653
17	0.0107129	0.0150672	895.916
18	0.0150672	0.0211857	117247
19	0.0211857	inf	117247
