time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75796e-05	2.26106
1	1.75796e-05	4.22825e-05	2.26106
2	4.22825e-05	7.69947e-05	50.3148
3	7.69947e-05	0.000125772	133.64
4	0.000125772	0.000194314	196.864
5	0.000194314	0.000290628	271.73
6	0.000290628	0.000425969	315.798
7	0.000425969	0.000616148	304.438
8	0.000616148	0.000883387	292.368
9	0.000883387	0.00125891	295.367
10	0.00125891	0.00178659	311.619
11	0.00178659	0.00252809	343.562
12	0.00252809	0.00357003	409.536
13	0.00357003	0.00503417	526.22
14	0.00503417	0.00709156	588.23
15	0.00709156	0.0099826	630.104
16	0.0099826	0.0140451	655.818
17	0.0140451	0.0197536	734.725
18	0.0197536	0.0277753	89223.9
19	0.0277753	inf	89223.9
