time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.62191e-06	20.6636	0.390142	0.3814410000000001
1	7.62191e-06	1.88701e-05	20.6636	0.390142	0.3814410000000001
2	1.88701e-05	3.54699e-05	20.6636	1.70776	0.3814410000000001
3	3.54699e-05	5.99675e-05	64.69552	6.38678	42.7627023
4	5.99675e-05	9.61204e-05	108.71160000000003	37.7531	107.67754999999998
5	9.61204e-05	0.000149474	200.9506	89.054	177.81459999999998
6	0.000149474	0.000228211	340.71659999999997	168.241	241.42299999999997
7	0.000228211	0.00034441	436.7536	243.531	295.73679999999996
8	0.00034441	0.000515893	441.12019999999995	273.545	308.94100000000003
9	0.000515893	0.000768963	395.36889999999994	290.447	301.5665
10	0.000768963	0.00114244	349.75840000000005	312.076	299.52479999999997
11	0.00114244	0.0016936	326.6038	339.827	308.141
12	0.0016936	0.00250699	335.359	382.066	335.7812
13	0.00250699	0.00370737	399.6139	454.623	399.85490000000004
14	0.00370737	0.00547886	524.44	551.914	532.8854
15	0.00547886	0.00809318	665.0095000000001	633.456	622.3523
16	0.00809318	0.0119513	734.1579999999998	665.416	633.8056
17	0.0119513	0.0176451	696.8892000000001	609.051	549.7095999999999
18	0.0176451	0.0260477	689.8681000000003	434.471	438.6984999999999
19	0.0260477	inf	690.397	434.471	408.481
