time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.97984e-06	12.7904	0.426314	6.445759999999999
1	6.97984e-06	1.72805e-05	12.7904	0.426314	6.445759999999999
2	1.72805e-05	3.24819e-05	12.7904	4.12873	6.445759999999999
3	3.24819e-05	5.49158e-05	128.25900000000001	3.28639	33.35058
4	5.49158e-05	8.80231e-05	219.98220000000003	22.9041	76.60528
5	8.80231e-05	0.000136882	408.3554000000001	101.339	139.947
6	0.000136882	0.000208987	698.9848000000002	249.053	254.1524
7	0.000208987	0.000315397	853.5412000000001	325.542	311.05240000000003
8	0.000315397	0.000472434	757.0666000000002	343.737	322.2698
9	0.000472434	0.000704185	566.3723	347.947	315.7556
10	0.000704185	0.0010462	460.42440000000005	361.868	310.305
11	0.0010462	0.00155093	395.43039999999996	386.565	315.6778
12	0.00155093	0.0022958	354.20849999999996	417.714	339.1662999999999
13	0.0022958	0.00339506	361.99339999999995	461.362	393.31759999999997
14	0.00339506	0.00501732	454.6532	527.018	500.7576
15	0.00501732	0.0074114	625.9249999999998	631.387	628.0557
16	0.0074114	0.0109445	780.7757	776.251	673.2363
17	0.0109445	0.0161586	24256.037600000003	894.863	731.7154000000002
18	0.0161586	0.0238534	117666.00000000003	794.627	45779.0975
19	0.0238534	inf	117666.0	794.627	90776.1
