time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.62814e-05	19.2943
1	1.62814e-05	3.91599e-05	19.2943
2	3.91599e-05	7.13087e-05	94.9936
3	7.13087e-05	0.000116484	111.785
4	0.000116484	0.000179964	204.297
5	0.000179964	0.000269165	392.878
6	0.000269165	0.000394511	472.604
7	0.000394511	0.000570646	434.769
8	0.000570646	0.00081815	383.394
9	0.00081815	0.00116594	347.392
10	0.00116594	0.00165465	329.219
11	0.00165465	0.00234139	331.222
12	0.00234139	0.00330639	367.36
13	0.00330639	0.0046624	468.201
14	0.0046624	0.00656785	628.545
15	0.00656785	0.00924539	752.192
16	0.00924539	0.0130078	842.335
17	0.0130078	0.0182948	1010.63
18	0.0182948	0.0257241	4823.69
19	0.0257241	inf	4823.69
