time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.61246e-06	0.390906
1	7.61246e-06	1.88467e-05	0.390906
2	1.88467e-05	3.54259e-05	0.623463
3	3.54259e-05	5.98931e-05	6.78639
4	5.98931e-05	9.60011e-05	33.6008
5	9.60011e-05	0.000149288	75.1517
6	0.000149288	0.000227928	154.113
7	0.000227928	0.000343983	238.301
8	0.000343983	0.000515253	276.042
9	0.000515253	0.000768009	290.035
10	0.000768009	0.00114102	309.856
11	0.00114102	0.0016915	338.01
12	0.0016915	0.00250388	378.539
13	0.00250388	0.00370277	447.263
14	0.00370277	0.00547206	557.193
15	0.00547206	0.00808314	643.688
16	0.00808314	0.0119365	692.283
17	0.0119365	0.0176232	714.65
18	0.0176232	0.0260154	85326.9
19	0.0260154	inf	85326.9
