time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.35025e-06	9.65404	0.4683	78.245
1	6.35025e-06	1.57218e-05	9.65404	0.4683	78.245
2	1.57218e-05	2.9552e-05	9.65404	0.468263	78.245
3	2.9552e-05	4.99623e-05	48.44867000000001	26.2696	134.9562
4	4.99623e-05	8.00833e-05	96.01884	57.2329	183.0394
5	8.00833e-05	0.000124535	139.9918	137.673	332.26340000000005
6	0.000124535	0.000190136	237.8238	314.389	609.463
7	0.000190136	0.000286947	408.58910000000003	535.759	813.6692000000002
8	0.000286947	0.000429819	478.3866000000001	573.958	758.2293999999999
9	0.000429819	0.000640666	423.10630000000003	492.707	591.7480999999999
10	0.000640666	0.000951828	369.30920000000003	426.926	459.05699999999996
11	0.000951828	0.00141103	339.66599999999994	396.863	388.7091999999999
12	0.00141103	0.00208871	330.51580000000007	394.275	353.4934
13	0.00208871	0.00308882	355.2217000000001	410.909	356.0726
14	0.00308882	0.00456475	439.05280000000016	464.569	420.70219999999995
15	0.00456475	0.00674288	573.5764	570.109	569.8755000000001
16	0.00674288	0.00995731	691.7740000000001	694.831	717.8783999999999
17	0.00995731	0.0147011	705.0973000000001	828.959	852.9555999999999
18	0.0147011	0.0217018	569.4318	102475.0	104683.27519999999
19	0.0217018	inf	425.142	102475.0	116217.0
