time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.97364e-06	0.426411
1	6.97364e-06	1.72652e-05	0.426411
2	1.72652e-05	3.24531e-05	0.426404
3	3.24531e-05	5.4867e-05	2.11917
4	5.4867e-05	8.7945e-05	37.4908
5	8.7945e-05	0.00013676	101.424
6	0.00013676	0.000208801	239.334
7	0.000208801	0.000315117	333.988
8	0.000315117	0.000472014	351.803
9	0.000472014	0.00070356	347.135
10	0.00070356	0.00104527	357.937
11	0.00104527	0.00154955	380.47
12	0.00154955	0.00229376	411.643
13	0.00229376	0.00339204	456.176
14	0.00339204	0.00501286	530.557
15	0.00501286	0.00740482	631.66
16	0.00740482	0.0109348	708.395
17	0.0109348	0.0161443	828.722
18	0.0161443	0.0238323	93167
19	0.0238323	inf	93167
