time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.7734e-05	6.4196
1	1.7734e-05	4.26536e-05	6.4196
2	4.26536e-05	7.76705e-05	78.3863
3	7.76705e-05	0.000126876	170.168
4	0.000126876	0.00019602	233.284
5	0.00019602	0.000293179	297.788
6	0.000293179	0.000429708	319.525
7	0.000429708	0.000621557	313.452
8	0.000621557	0.000891142	303.64
9	0.000891142	0.00126996	304.407
10	0.00126996	0.00180227	313.505
11	0.00180227	0.00255028	337.01
12	0.00255028	0.00360137	393.874
13	0.00360137	0.00507836	503.009
14	0.00507836	0.00715381	626.565
15	0.00715381	0.0100702	703.116
16	0.0100702	0.0141684	738.927
17	0.0141684	0.019927	764.53
18	0.019927	0.0280191	629.253
19	0.0280191	inf	629.253
