time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.7676e-05	1.69052
1	1.7676e-05	4.25141e-05	1.69052
2	4.25141e-05	7.74165e-05	38.6227
3	7.74165e-05	0.000126461	105.977
4	0.000126461	0.000195378	192.335
5	0.000195378	0.00029222	262.458
6	0.00029222	0.000428302	297.15
7	0.000428302	0.000619524	301.636
8	0.000619524	0.000888227	299.046
9	0.000888227	0.00126581	302.314
10	0.00126581	0.00179638	313.299
11	0.00179638	0.00254194	341.665
12	0.00254194	0.00358959	404.919
13	0.00358959	0.00506175	516.377
14	0.00506175	0.00713041	639.894
15	0.00713041	0.0100373	738.428
16	0.0100373	0.014122	821.76
17	0.014122	0.0198618	977.674
18	0.0198618	0.0279274	620.398
19	0.0279274	inf	620.398
