time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75903e-05	3.11764
1	1.75903e-05	4.23081e-05	3.11764
2	4.23081e-05	7.70413e-05	67.9932
3	7.70413e-05	0.000125848	134.885
4	0.000125848	0.000194431	215.37
5	0.000194431	0.000290804	301.078
6	0.000290804	0.000426227	327.277
7	0.000426227	0.000616521	312.875
8	0.000616521	0.000883922	307.353
9	0.000883922	0.00125967	308.05
10	0.00125967	0.00178767	314.604
11	0.00178767	0.00252962	336.201
12	0.00252962	0.0035722	392.937
13	0.0035722	0.00503722	508.487
14	0.00503722	0.00709586	657.243
15	0.00709586	0.00998864	795.741
16	0.00998864	0.0140536	904.325
17	0.0140536	0.0197656	950.936
18	0.0197656	0.0277921	575.608
19	0.0277921	inf	575.608
