time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76771e-05	1.82795
1	1.76771e-05	4.25168e-05	1.82795
2	4.25168e-05	7.74215e-05	61.8099
3	7.74215e-05	0.000126469	141.743
4	0.000126469	0.000195391	222.834
5	0.000195391	0.000292239	293.337
6	0.000292239	0.00042833	313.934
7	0.00042833	0.000619564	308.974
8	0.000619564	0.000888284	299.862
9	0.000888284	0.00126589	298.818
10	0.00126589	0.0017965	310.733
11	0.0017965	0.0025421	339.069
12	0.0025421	0.00358982	398.676
13	0.00358982	0.00506207	504.284
14	0.00506207	0.00713087	620.079
15	0.00713087	0.0100379	687.702
16	0.0100379	0.0141229	708.087
17	0.0141229	0.0198631	701.612
18	0.0198631	0.0279292	88706
19	0.0279292	inf	88706
