time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.62454e-05	29.6931
1	1.62454e-05	3.90733e-05	29.6931
2	3.90733e-05	7.1151e-05	81.459
3	7.1151e-05	0.000116226	109.285
4	0.000116226	0.000179566	207.805
5	0.000179566	0.00026857	406.523
6	0.00026857	0.000393639	473.161
7	0.000393639	0.000569384	432.451
8	0.000569384	0.00081634	383.817
9	0.00081634	0.00116336	345.911
10	0.00116336	0.00165099	328.171
11	0.00165099	0.00233621	332.037
12	0.00233621	0.00329908	368.167
13	0.00329908	0.00465209	464.679
14	0.00465209	0.00655333	609.314
15	0.00655333	0.00922494	701.217
16	0.00922494	0.0129791	769.867
17	0.0129791	0.0182544	859.418
18	0.0182544	0.0256672	96494.4
19	0.0256672	inf	96494.4
