time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.59365e-06	0.391653
1	7.59365e-06	1.88002e-05	0.391653
2	1.88002e-05	3.53384e-05	0.391595
3	3.53384e-05	5.97451e-05	1.48797
4	5.97451e-05	9.57639e-05	17.1798
5	9.57639e-05	0.000148919	52.344
6	0.000148919	0.000227365	145.822
7	0.000227365	0.000343133	222.27
8	0.000343133	0.00051398	264.054
9	0.00051398	0.000766111	285.784
10	0.000766111	0.0011382	307.969
11	0.0011382	0.00168732	341.526
12	0.00168732	0.00249769	385.855
13	0.00249769	0.00369362	459.109
14	0.00369362	0.00545854	563.283
15	0.00545854	0.00806316	622.743
16	0.00806316	0.011907	680.184
17	0.011907	0.0175796	806.985
18	0.0175796	0.0259511	85482.8
19	0.0259511	inf	85482.8
