time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.98705e-06	1.39513
1	6.98705e-06	1.72983e-05	1.39513
2	1.72983e-05	3.25155e-05	3.04778
3	3.25155e-05	5.49725e-05	11.2751
4	5.49725e-05	8.8114e-05	39.4097
5	8.8114e-05	0.000137023	109.358
6	0.000137023	0.000209202	236.208
7	0.000209202	0.000315722	328.565
8	0.000315722	0.000472922	345.239
9	0.000472922	0.000704912	345.685
10	0.000704912	0.00104728	358.793
11	0.00104728	0.00155253	381.098
12	0.00155253	0.00229817	412.066
13	0.00229817	0.00339857	456.108
14	0.00339857	0.0050225	530.183
15	0.0050225	0.00741906	624.355
16	0.00741906	0.0109558	707.05
17	0.0109558	0.0161753	887.825
18	0.0161753	0.0238781	92947.8
19	0.0238781	inf	92947.8
