time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.5854e-06	0.392106
1	7.5854e-06	1.87797e-05	0.392106
2	1.87797e-05	3.53e-05	0.392017
3	3.53e-05	5.96802e-05	0.392111
4	5.96802e-05	9.56599e-05	28.9159
5	9.56599e-05	0.000148758	85.764
6	0.000148758	0.000227118	148.401
7	0.000227118	0.00034276	230.839
8	0.00034276	0.000513422	272.408
9	0.000513422	0.000765279	289.966
10	0.000765279	0.00113696	308.644
11	0.00113696	0.00168549	338.928
12	0.00168549	0.00249498	382.476
13	0.00249498	0.00368961	451.957
14	0.00368961	0.00545261	551.96
15	0.00545261	0.00805441	619.504
16	0.00805441	0.0118941	658.094
17	0.0118941	0.0175605	702.835
18	0.0175605	0.0259229	85664.6
19	0.0259229	inf	85664.6
