time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.61733e-06	12.6563	0.390432	4.38262
1	7.61733e-06	1.88588e-05	12.6563	0.390432	4.38262
2	1.88588e-05	3.54486e-05	12.6563	0.390439	4.38262
3	3.54486e-05	5.99314e-05	80.11726	6.69987	45.00486599999999
4	5.99314e-05	9.60625e-05	113.26079999999999	27.7647	86.76870000000002
5	9.60625e-05	0.000149384	180.77400000000003	69.8109	142.957
6	0.000149384	0.000228074	324.3526	145.095	221.62999999999997
7	0.000228074	0.000344203	444.4076000000001	229.083	281.07739999999995
8	0.000344203	0.000515582	446.27700000000004	268.021	298.7804
9	0.000515582	0.0007685	396.6	284.862	294.915
10	0.0007685	0.00114175	353.6804	306.819	297.5296
11	0.00114175	0.00169258	329.7133	338.876	309.5824
12	0.00169258	0.00250548	337.4536	381.918	336.07280000000003
13	0.00250548	0.00370514	396.99979999999994	452.185	394.75409999999994
14	0.00370514	0.00547556	524.9076	559.96	536.0654
15	0.00547556	0.0080883	673.3415	625.31	666.6486
16	0.0080883	0.0119441	760.9600000000002	668.161	736.5725999999999
17	0.0119441	0.0176344	784.1996	719.466	671.1179999999998
18	0.0176344	0.026032	86732.679	85281.7	547.9612999999999
19	0.026032	inf	96282.4	85281.7	514.919
