time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.5852e-06	18.6965	0.39264	2.26106
1	7.5852e-06	1.87792e-05	18.6965	0.39264	2.26106
2	1.87792e-05	3.52991e-05	18.6965	0.392025	2.26106
3	3.52991e-05	5.96786e-05	74.57234	0.663747	35.898678000000004
4	5.96786e-05	9.56573e-05	102.34531999999999	30.3543	91.9774
5	9.56573e-05	0.000148754	174.70159999999996	72.4379	158.92959999999997
6	0.000148754	0.000227112	326.6226	151.37	226.8104
7	0.000227112	0.000342751	442.15780000000007	234.992	289.3572
8	0.000342751	0.000513408	449.69999999999993	269.949	310.11800000000005
9	0.000513408	0.000765259	396.06140000000005	288.324	298.40299999999996
10	0.000765259	0.00113693	349.6608	308.521	294.1674
11	0.00113693	0.00168544	328.07590000000005	338.191	306.7434
12	0.00168544	0.00249491	335.1112	381.105	337.1734
13	0.00249491	0.00368951	394.5487	455.384	414.60699999999997
14	0.00368951	0.00545247	525.2998	565.272	538.6220000000001
15	0.00545247	0.00805419	656.7154999999999	614.619	600.7922
16	0.00805419	0.0118937	730.8161999999999	660.099	640.3896000000001
17	0.0118937	0.0175601	818.3133999999999	730.255	703.1621999999999
18	0.0175601	0.0259222	86707.66710000002	85643.3	62677.14749999999
19	0.0259222	inf	96249.1	85643.3	89223.9
