time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.2973e-06	0.472239
1	6.2973e-06	1.55907e-05	0.472239
2	1.55907e-05	2.93056e-05	0.472215
3	2.93056e-05	4.95458e-05	11.5632
4	4.95458e-05	7.94156e-05	51.7251
5	7.94156e-05	0.000123497	143.159
6	0.000123497	0.000188551	329.343
7	0.000188551	0.000284555	548.402
8	0.000284555	0.000426236	562.701
9	0.000426236	0.000635325	490.616
10	0.000635325	0.000943893	429.785
11	0.000943893	0.00139927	401.02
12	0.00139927	0.0020713	398.025
13	0.0020713	0.00306307	414.473
14	0.00306307	0.00452669	469.69
15	0.00452669	0.00668667	578.412
16	0.00668667	0.0098743	662.13
17	0.0098743	0.0145785	740.773
18	0.0145785	0.0215209	103405
19	0.0215209	inf	103405
