time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.36653e-05	9.27415
1	1.36653e-05	3.28677e-05	9.27415
2	3.28677e-05	5.98507e-05	129.156
3	5.98507e-05	9.77672e-05	196.472
4	9.77672e-05	0.000151047	390.962
5	0.000151047	0.000225916	747.313
6	0.000225916	0.000331121	874.552
7	0.000331121	0.000478954	713.94
8	0.000478954	0.000686689	552.29
9	0.000686689	0.000978596	453.744
10	0.000978596	0.00138878	395.137
11	0.00138878	0.00196517	357.406
12	0.00196517	0.00277512	340.491
13	0.00277512	0.00391324	371.402
14	0.00391324	0.00551253	495.416
15	0.00551253	0.00775984	685.488
16	0.00775984	0.0109177	810.033
17	0.0109177	0.0153552	872.67
18	0.0153552	0.0215907	115014
19	0.0215907	inf	115014
