time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.61302e-05	18.7758
1	1.61302e-05	3.87962e-05	18.7758
2	3.87962e-05	7.06463e-05	103.146
3	7.06463e-05	0.000115402	135.175
4	0.000115402	0.000178292	243.759
5	0.000178292	0.000266665	409.596
6	0.000266665	0.000390847	466.533
7	0.000390847	0.000565346	430.16
8	0.000565346	0.00081055	381.615
9	0.00081055	0.00115511	347.734
10	0.00115511	0.00163928	329.782
11	0.00163928	0.00231964	333.241
12	0.00231964	0.00327568	372.942
13	0.00327568	0.00461909	470.942
14	0.00461909	0.00650685	612.153
15	0.00650685	0.00915952	737.066
16	0.00915952	0.012887	798.176
17	0.012887	0.0181249	829.49
18	0.0181249	0.0254851	97192.7
19	0.0254851	inf	97192.7
