time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.77169e-05	4.41972
1	1.77169e-05	4.26125e-05	4.41972
2	4.26125e-05	7.75958e-05	35.1767
3	7.75958e-05	0.000126754	129.484
4	0.000126754	0.000195831	204.378
5	0.000195831	0.000292897	275.004
6	0.000292897	0.000429294	294.077
7	0.000429294	0.000620958	299.735
8	0.000620958	0.000890284	298.774
9	0.000890284	0.00126874	302.888
10	0.00126874	0.00180054	315.809
11	0.00180054	0.00254782	344.326
12	0.00254782	0.0035979	403.188
13	0.0035979	0.00507347	507.369
14	0.00507347	0.00714692	624.044
15	0.00714692	0.0100605	685.141
16	0.0100605	0.0141547	660.999
17	0.0141547	0.0199078	601.267
18	0.0199078	0.0279921	489.4
19	0.0279921	inf	489.4
