time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75476e-05	1.79827
1	1.75476e-05	4.22053e-05	1.79827
2	4.22053e-05	7.68543e-05	58.7066
3	7.68543e-05	0.000125543	127.738
4	0.000125543	0.000193959	213.219
5	0.000193959	0.000290098	294.908
6	0.000290098	0.000425192	319.7
7	0.000425192	0.000615024	310.082
8	0.000615024	0.000881776	303.855
9	0.000881776	0.00125661	303.568
10	0.00125661	0.00178333	313.584
11	0.00178333	0.00252348	339.322
12	0.00252348	0.00356352	395.347
13	0.00356352	0.00502499	505.292
14	0.00502499	0.00707863	629.113
15	0.00707863	0.00996439	693.628
16	0.00996439	0.0140194	765.561
17	0.0140194	0.0197176	871.725
18	0.0197176	0.0277246	89215
19	0.0277246	inf	89215
