time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.34635e-05	45.8356
1	1.34635e-05	3.23824e-05	45.8356
2	3.23824e-05	5.89671e-05	108.317
3	5.89671e-05	9.63238e-05	226.607
4	9.63238e-05	0.000148817	466.975
5	0.000148817	0.000222581	791.5
6	0.000222581	0.000326232	884.949
7	0.000326232	0.000471883	728.423
8	0.000471883	0.000676551	553.176
9	0.000676551	0.000964149	451.433
10	0.000964149	0.00136828	392.677
11	0.00136828	0.00193616	360.796
12	0.00193616	0.00273415	350.359
13	0.00273415	0.00385547	381.862
14	0.00385547	0.00543114	496.223
15	0.00543114	0.00764527	663.39
16	0.00764527	0.0107566	782.517
17	0.0107566	0.0151285	920.445
18	0.0151285	0.021272	116737
19	0.021272	inf	116737
