time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75622e-05	7.95852
1	1.75622e-05	4.22405e-05	7.95852
2	4.22405e-05	7.69183e-05	75.1933
3	7.69183e-05	0.000125647	117.747
4	0.000125647	0.000194121	191.115
5	0.000194121	0.00029034	260.439
6	0.00029034	0.000425546	299.915
7	0.000425546	0.000615537	301.709
8	0.000615537	0.000882511	297.691
9	0.000882511	0.00125766	298.897
10	0.00125766	0.00178482	313.305
11	0.00178482	0.00252558	340.829
12	0.00252558	0.00356649	402.05
13	0.00356649	0.00502918	517.809
14	0.00502918	0.00708453	631.585
15	0.00708453	0.0099727	683.619
16	0.0099727	0.0140311	708.69
17	0.0140311	0.019734	755.612
18	0.019734	0.0277477	89249.5
19	0.0277477	inf	89249.5
