time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.58679e-06	8.74498	0.39197	9.38091
1	7.58679e-06	1.87832e-05	8.74498	0.39197	9.38091
2	1.87832e-05	3.53065e-05	8.74498	0.391946	9.38091
3	3.53065e-05	5.96912e-05	76.361396	5.09037	38.682973
4	5.96912e-05	9.56774e-05	98.92800000000003	31.4197	96.16999999999999
5	9.56774e-05	0.000148785	153.608	71.4968	175.35940000000002
6	0.000148785	0.00022716	295.75649999999996	152.632	245.92480000000006
7	0.00022716	0.000342823	435.3995999999999	237.569	288.6106
8	0.000342823	0.000513516	447.0817999999999	270.581	308.17900000000003
9	0.000513516	0.000765419	398.1091000000001	287.279	304.47
10	0.000765419	0.00113717	354.18840000000006	308.395	300.0644
11	0.00113717	0.00168579	330.35569999999996	339.132	308.07470000000006
12	0.00168579	0.00249544	334.8583	380.647	334.44300000000004
13	0.00249544	0.00369029	394.64709999999997	448.545	404.29900000000004
14	0.00369029	0.00545361	522.8236	557.701	529.9318000000001
15	0.00545361	0.00805588	693.3550000000001	625.731	619.9166
16	0.00805588	0.0118962	857.8498000000002	698.375	670.175
17	0.0118962	0.0175637	1005.3944999999999	815.127	731.074
18	0.0175637	0.0259277	1032.303	85550.7	62804.761600000005
19	0.0259277	inf	1031.04	85550.7	89394.7
