time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.15e-06	31.25710000000001	0.415911	0.403947
1	7.15e-06	1.77018e-05	31.25710000000001	0.415911	0.403947
2	1.77018e-05	3.32738e-05	31.25710000000001	0.415911	0.403947
3	3.32738e-05	5.62546e-05	156.008	12.9095	27.748773500000002
4	5.62546e-05	9.0169e-05	168.82479999999998	27.7505	76.74592
5	9.0169e-05	0.000140219	351.08500000000004	80.0976	138.8506
6	0.000140219	0.000214081	675.6121999999999	194.313	201.84
7	0.000214081	0.000323085	830.8682	291.098	273.8242
8	0.000323085	0.000483951	705.5915000000001	314.366	295.8767
9	0.000483951	0.000721352	511.3474000000001	325.617	296.5643
10	0.000721352	0.0010717	417.8050000000001	344.633	296.38620000000003
11	0.0010717	0.00158874	371.6242000000001	372.208	305.9805
12	0.00158874	0.00235177	354.08740000000006	409.807	334.29639999999995
13	0.00235177	0.00347783	370.9594	457.405	394.0285999999999
14	0.00347783	0.00513963	460.8318	531.129	502.76069999999993
15	0.00513963	0.00759208	623.9498000000001	598.537	631.6566999999999
16	0.00759208	0.0112113	741.7852	653.343	679.0507999999999
17	0.0112113	0.0165525	12196.3882	723.267	643.7271999999999
18	0.0165525	0.0244349	113935.0	90940.0	623.1585
19	0.0244349	inf	113935.0	90940.0	635.072
