The split time is estimated to be around [0.0, 0.0, 0.0] gens (i.e. 0.25,0.5,0.75 quantile)
Initial Chi-Square distance is 2.1249489486166835e+279 and final Chi-Square distance is 0.00011047581322022402
left_boundaries	IM_lambda00	IM_lambda01	IM_lambda11	IM_rCCR	MSMC_lambda00	MSMC_lambda01	MSMC_lambda11	MSMC_rCCR	msmc_N1	msmc_N2	naive_im_N1	naive_im_N2	im_N1	im_N2
0.0	1.142041061986125e-07	0.0	1.790378155087071e-07	0.0	1.5255242e-07	4.7474343e-09	5.233446299999999e-07	0.014047802990115137	3277561.9029839057	955393.3896293157	4378126.29197806	2792706.1027824236	8738837.174039578	5574303.315982218
626.5069306930693	7.318417363439605e-08	7.33058943757606e-08	7.344451006969422e-08	0.9998847773018056	1.5255242e-07	4.7474343e-09	5.233446299999999e-07	0.014047802990115137	3277561.9029839057	955393.3896293157	4378126.29197806	2792706.1027824236	8756247.588736568	5585409.019229141
1551.0891089108911	7.90668976412281e-08	7.906412093711377e-08	7.906955169459843e-08	0.9999480988625111	1.5255242e-07	2.8309694e-08	5.233446299999999e-07	0.08376924858600877	3277561.9029839057	955393.3896293157	1.0965858620613074	1.0965932412347847	2.1931704732438355	2.193185231582373
2915.5643564356437	3.2483908955247175e-07	3.248276775795059e-07	3.2484999752990846e-07	0.9999480798984637	5.3457482e-07	1.3709638999999998e-07	1.687338926e-06	0.1234038812233893	935322.7673536887	296324.5808506879	1.0477304094819453	1.047731137181543	2.0954596253784947	2.0954610807768614
4929.217821782178	8.4636702244056e-07	8.463372563503236e-07	8.463954573861108e-07	0.9999480333909383	9.80507596e-07	4.6005701999999994e-07	2.73139855e-06	0.24788181699893655	509939.9556308996	183056.40529830407	1.0475477746694712	1.0475465296407953	2.0950943619711873	2.095091871915247
7900.920792079208	1.0722740518033911e-06	1.072236260212739e-06	1.0723101689823197e-06	0.9999479151440404	1.3373490800000003e-06	1.2435827e-06	4.18592278e-06	0.4503065326210468	373873.96266051935	119447.97510096447	1.050165803479891	1.0596719149340388	2.1003316069232545	2.119343829831219
12286.435643564359	3.534769814707443e-08	3.534644645464192e-08	3.5348894399694725e-08	0.9999476688005455	2.4122668300000003e-06	3.2335149999999994e-06	6.937645559999998e-06	0.6916674435277784	207273.91919574665	72070.5599148539	1.0478069338960332	1.0478293345175391	2.0956138677782774	2.0956586690212884
18758.51485148515	1.251059227000966e-08	1.2510149159263448e-08	1.2511015761043197e-08	0.9999476567403528	3.9694898799999996e-06	5.473533399999999e-06	9.027254760000002e-06	0.842292982067854	125960.7695485547	55387.82423816295	1.0466156508913775	1.0466206070148516	2.0932313017776774	2.093241214024625
28309.90099009901	4.2658780658371305e-09	4.265726947366761e-09	4.266022489214798e-09	0.9999476482038763	4.62079242e-06	5.770715799999999e-06	8.23370483e-06	0.8978516526579831	108206.54869408741	60726.00491800724	1.0060687849618668	1.0060686786116353	2.0121375699218755	2.0121373572214125
42405.44554455446	1.3322571055289883e-09	1.3322099065935773e-09	1.332302208613927e-09	0.9999476457682813	4.19230598e-06	5.004964099999999e-06	6.100478779999999e-06	0.9725189473407388	119266.10375896275	81960.78013404713	1.0468129453631976	1.0468124540524997	2.0936258907254635	2.0936249081040677
