time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.09799e-06	81.12669999999999	0.419083	4.027150000000001
1	7.09799e-06	1.7573e-05	81.12669999999999	0.419083	4.027150000000001
2	1.7573e-05	3.30318e-05	81.12669999999999	3.37247	4.027150000000001
3	3.30318e-05	5.58454e-05	185.96299999999997	7.29581	35.857725
4	5.58454e-05	8.95131e-05	253.06300000000002	35.6543	95.01941
5	8.95131e-05	0.000139199	410.138	102.631	172.55859999999998
6	0.000139199	0.000212524	718.8714000000001	225.087	239.30159999999995
7	0.000212524	0.000320736	883.7115999999999	312.636	292.61019999999996
8	0.000320736	0.000480431	734.3106	333.235	317.41040000000004
9	0.000480431	0.000716105	528.2628	335.565	310.7209
10	0.000716105	0.00106391	434.3657999999999	351.133	303.8648
11	0.00106391	0.00157718	382.5005999999999	373.999	308.01599999999996
12	0.00157718	0.00233466	353.411	402.989	325.5316
13	0.00233466	0.00345253	364.41499999999996	444.003	376.5784000000001
14	0.00345253	0.00510225	464.1709999999999	525.549	484.99530000000004
15	0.00510225	0.00753686	645.6890000000001	645.097	651.5541000000002
16	0.00753686	0.0111298	809.4884000000002	725.703	768.3970000000003
17	0.0111298	0.0164321	854.6124	832.339	800.0777999999999
18	0.0164321	0.0242572	803.1179999999999	91501.5	672.4480000000001
19	0.0242572	inf	803.118	91501.5	579.509
