time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.7455e-05	17.9168
1	1.7455e-05	4.19827e-05	17.9168
2	4.19827e-05	7.64489e-05	47.9287
3	7.64489e-05	0.000124881	127.613
4	0.000124881	0.000192936	235.247
5	0.000192936	0.000288568	288.226
6	0.000288568	0.000422949	316.588
7	0.000422949	0.00061178	313.093
8	0.00061178	0.000877125	306.733
9	0.000877125	0.00124999	309.201
10	0.00124999	0.00177393	320.343
11	0.00177393	0.00251017	346.833
12	0.00251017	0.00354473	406.286
13	0.00354473	0.00499848	514.498
14	0.00499848	0.00704129	628.218
15	0.00704129	0.00991183	703.164
16	0.00991183	0.0139455	718.931
17	0.0139455	0.0196136	690.846
18	0.0196136	0.0275784	537.495
19	0.0275784	inf	537.495
