time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76934e-05	1.2041
1	1.76934e-05	4.2556e-05	1.2041
2	4.2556e-05	7.74928e-05	82.5499
3	7.74928e-05	0.000126586	119.893
4	0.000126586	0.000195571	221.282
5	0.000195571	0.000292509	285.957
6	0.000292509	0.000428725	313.369
7	0.000428725	0.000620135	314.322
8	0.000620135	0.000889103	306.371
9	0.000889103	0.00126706	304.395
10	0.00126706	0.00179815	312.532
11	0.00179815	0.00254444	338.376
12	0.00254444	0.00359313	395.039
13	0.00359313	0.00506674	500.79
14	0.00506674	0.00713745	627.243
15	0.00713745	0.0100472	721.781
16	0.0100472	0.0141359	763.42
17	0.0141359	0.0198814	725.97
18	0.0198814	0.027955	584.04
19	0.027955	inf	584.04
