time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.62191e-06	0.390142
1	7.62191e-06	1.88701e-05	0.390142
2	1.88701e-05	3.54699e-05	1.70776
3	3.54699e-05	5.99675e-05	6.38678
4	5.99675e-05	9.61204e-05	37.7531
5	9.61204e-05	0.000149474	89.054
6	0.000149474	0.000228211	168.241
7	0.000228211	0.00034441	243.531
8	0.00034441	0.000515893	273.545
9	0.000515893	0.000768963	290.447
10	0.000768963	0.00114244	312.076
11	0.00114244	0.0016936	339.827
12	0.0016936	0.00250699	382.066
13	0.00250699	0.00370737	454.623
14	0.00370737	0.00547886	551.914
15	0.00547886	0.00809318	633.456
16	0.00809318	0.0119513	665.416
17	0.0119513	0.0176451	609.051
18	0.0176451	0.0260477	434.471
19	0.0260477	inf	434.471
