time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.53419e-06	13.393999999999997	0.394714	7.827479999999999
1	7.53419e-06	1.86529e-05	13.393999999999997	0.394714	7.827479999999999
2	1.86529e-05	3.50617e-05	13.393999999999997	0.394703	7.827479999999999
3	3.50617e-05	5.92773e-05	67.23296	6.83368	39.901354000000005
4	5.92773e-05	9.50141e-05	108.10268000000002	31.6875	101.26014999999998
5	9.50141e-05	0.000147753	183.84050000000002	90.1972	183.6434
6	0.000147753	0.000225585	309.3605	171.226	258.1422
7	0.000225585	0.000340446	417.13300000000004	245.553	301.0338
8	0.000340446	0.000509955	435.0232	273.187	312.62
9	0.000509955	0.000760113	391.1928	292.282	306.0328
10	0.000760113	0.00112929	345.4188	312.873	305.58360000000005
11	0.00112929	0.00167411	327.5270999999999	341.445	316.7259
12	0.00167411	0.00247814	339.4463	383.841	344.57899999999995
13	0.00247814	0.0036647	400.95380000000006	452.547	415.06409999999994
14	0.0036647	0.0054158	511.6700000000001	547.95	534.1911999999999
15	0.0054158	0.00800003	615.6335	636.326	636.5473
16	0.00800003	0.0118138	685.9814	725.555	683.723
17	0.0118138	0.017442	786.9166000000001	889.067	657.7535999999999
18	0.017442	0.0257479	77293.33220000002	86094.7	553.2464
19	0.0257479	inf	96411.3	86094.7	517.178
