time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.31604e-05	26.3778
1	1.31604e-05	3.16534e-05	26.3778
2	3.16534e-05	5.76395e-05	186.91
3	5.76395e-05	9.41552e-05	316.496
4	9.41552e-05	0.000145467	532.944
5	0.000145467	0.000217569	845.702
6	0.000217569	0.000318887	950.67
7	0.000318887	0.000461259	763.699
8	0.000461259	0.000661319	572.413
9	0.000661319	0.000942442	467.85
10	0.000942442	0.00133747	408.966
11	0.00133747	0.00189257	366.961
12	0.00189257	0.00267259	348.687
13	0.00267259	0.00376867	379.405
14	0.00376867	0.00530887	488.539
15	0.00530887	0.00747315	638.278
16	0.00747315	0.0105144	743.995
17	0.0105144	0.0147879	765.302
18	0.0147879	0.020793	754.282
19	0.020793	inf	754.282
