time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.62398e-06	3.707639999999999	0.390073	10.905699999999998
1	7.62398e-06	1.88752e-05	3.707639999999999	0.390073	10.905699999999998
2	1.88752e-05	3.54795e-05	3.707639999999999	3.14001	10.905699999999998
3	3.54795e-05	5.99837e-05	64.28152800000001	4.08438	35.463589999999996
4	5.99837e-05	9.61464e-05	109.44960000000002	23.3813	103.1772
5	9.61464e-05	0.000149514	185.46760000000003	78.5981	191.084
6	0.000149514	0.000228273	318.25419999999997	160.714	258.3982
7	0.000228273	0.000344503	430.55380000000014	235.926	299.1552
8	0.000344503	0.000516033	442.9665	264.179	309.3515
9	0.000516033	0.000769171	398.87590000000006	282.536	303.7735
10	0.000769171	0.00114275	352.295	307.449	302.28459999999995
11	0.00114275	0.00169406	328.59330000000006	339.748	309.8104
12	0.00169406	0.00250767	337.40270000000004	382.436	334.11379999999997
13	0.00250767	0.00370837	399.44270000000006	454.022	391.18019999999996
14	0.00370837	0.00548034	525.0083999999999	558.768	525.572
15	0.00548034	0.00809537	638.6349999999999	609.896	659.1791
16	0.00809537	0.0119545	701.8423999999999	658.175	761.5925999999998
17	0.0119545	0.0176498	748.6636000000001	716.426	781.5323999999999
18	0.0176498	0.0260548	86640.6839	85215.8	703.2117000000001
19	0.0260548	inf	96183.5	85215.8	673.965
