time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.629e-05	18.6965
1	1.629e-05	3.91805e-05	18.6965
2	3.91805e-05	7.13462e-05	88.5413
3	7.13462e-05	0.000116545	111.548
4	0.000116545	0.000180059	216.804
5	0.000180059	0.000269307	399.835
6	0.000269307	0.000394719	470.373
7	0.000394719	0.000570947	435.918
8	0.000570947	0.000818581	378.98
9	0.000818581	0.00116655	342.331
10	0.00116655	0.00165553	326.492
11	0.00165553	0.00234262	331.882
12	0.00234262	0.00330813	364.174
13	0.00330813	0.00466485	465.423
14	0.00466485	0.00657132	615.115
15	0.00657132	0.00925026	698.316
16	0.00925026	0.0130147	752.483
17	0.0130147	0.0183045	834.771
18	0.0183045	0.0257376	96249.1
19	0.0257376	inf	96249.1
