time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.03233e-06	85.801	0.422989	4.419719999999999
1	7.03233e-06	1.74105e-05	85.801	0.422989	4.419719999999999
2	1.74105e-05	3.27262e-05	85.801	0.58099	4.419719999999999
3	3.27262e-05	5.53288e-05	265.6290000000001	12.4087	19.798209999999997
4	5.53288e-05	8.86851e-05	260.9218	35.2581	63.468889999999995
5	8.86851e-05	0.000137911	407.0898000000001	99.8306	144.46280000000002
6	0.000137911	0.000210558	719.2148000000001	204.827	218.50320000000002
7	0.000210558	0.000317769	855.5746	304.894	278.81860000000006
8	0.000317769	0.000475987	720.1852999999999	325.67	295.2086
9	0.000475987	0.000709481	528.8166	332.876	299.4467
10	0.000709481	0.00105407	434.7798	350.152	300.4196
11	0.00105407	0.00156259	381.93749999999994	376.896	309.3485
12	0.00156259	0.00231307	353.8895	410.981	332.9192
13	0.00231307	0.00342059	367.529	452.857	385.52940000000007
14	0.00342059	0.00505505	459.88610000000006	532.683	486.53279999999995
15	0.00505505	0.00746714	622.4259999999999	614.836	618.4862
16	0.00746714	0.0110268	753.6419999999999	667.913	680.3126000000001
17	0.0110268	0.0162801	24166.1328	751.037	637.1062000000001
18	0.0162801	0.0240328	117246.99999999999	92450.3	545.3335
19	0.0240328	inf	117247.0	92450.3	489.4
