time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75236e-05	9.15243
1	1.75236e-05	4.21476e-05	9.15243
2	4.21476e-05	7.67492e-05	54.0255
3	7.67492e-05	0.000125371	150.756
4	0.000125371	0.000193694	239.25
5	0.000193694	0.000289702	279.904
6	0.000289702	0.000424611	313.993
7	0.000424611	0.000614184	314.531
8	0.000614184	0.000880571	304.852
9	0.000880571	0.0012549	303.516
10	0.0012549	0.0017809	312.726
11	0.0017809	0.00252003	339.298
12	0.00252003	0.00355865	398.159
13	0.00355865	0.00501812	507.542
14	0.00501812	0.00706895	642.681
15	0.00706895	0.00995077	738.266
16	0.00995077	0.0140003	764.057
17	0.0140003	0.0196906	727.425
18	0.0196906	0.0276867	516.777
19	0.0276867	inf	516.777
