time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.60636e-06	0.390949
1	7.60636e-06	1.88316e-05	0.390949
2	1.88316e-05	3.53976e-05	0.611801
3	3.53976e-05	5.98451e-05	6.66635
4	5.98451e-05	9.59242e-05	35.6355
5	9.59242e-05	0.000149169	90.1672
6	0.000149169	0.000227746	167.68
7	0.000227746	0.000343707	240.464
8	0.000343707	0.00051484	274.965
9	0.00051484	0.000767394	291.906
10	0.000767394	0.00114011	312.135
11	0.00114011	0.00169014	339.22
12	0.00169014	0.00250187	380.475
13	0.00250187	0.00369981	450.205
14	0.00369981	0.00546768	550.969
15	0.00546768	0.00807666	666.076
16	0.00807666	0.0119269	776.108
17	0.0119269	0.017609	976.261
18	0.017609	0.0259946	497.544
19	0.0259946	inf	497.544
