time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.73307e-05	7.82748
1	1.73307e-05	4.16837e-05	7.82748
2	4.16837e-05	7.59044e-05	53.6473
3	7.59044e-05	0.000123991	148.873
4	0.000123991	0.000191562	235.799
5	0.000191562	0.000286513	291.657
6	0.000286513	0.000419937	315.099
7	0.000419937	0.000607423	310.141
8	0.000607423	0.000870878	303.294
9	0.000870878	0.00124108	307.11
10	0.00124108	0.00176129	320.847
11	0.00176129	0.00249229	350.512
12	0.00249229	0.00351948	410.87
13	0.00351948	0.00496288	513.169
14	0.00496288	0.00699114	618.28
15	0.00699114	0.00984124	679.171
16	0.00984124	0.0138462	688.275
17	0.0138462	0.0194739	637.406
18	0.0194739	0.0273819	517.178
19	0.0273819	inf	517.178
