time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.52684e-06	14.906000000000004	0.39511	9.31926
1	7.52684e-06	1.86347e-05	14.906000000000004	0.39511	9.31926
2	1.86347e-05	3.50275e-05	14.906000000000004	0.398897	9.31926
3	3.50275e-05	5.92195e-05	55.49191999999999	6.85291	41.017318
4	5.92195e-05	9.49213e-05	97.66076000000001	25.0687	102.21509999999999
5	9.49213e-05	0.000147609	169.6454	66.6136	185.92200000000003
6	0.000147609	0.000225365	318.82739999999995	154.182	260.3226
7	0.000225365	0.000340114	445.88	244.693	300.0284
8	0.000340114	0.000509458	450.8697	273.415	313.2835
9	0.000509458	0.000759371	403.0021	291.073	310.684
10	0.000759371	0.00112819	355.6964000000001	312.024	307.445
11	0.00112819	0.00167247	333.19049999999993	341.867	311.97170000000006
12	0.00167247	0.00247572	340.4078	383.722	333.35600000000005
13	0.00247572	0.00366112	396.6042999999999	450.751	388.8314
14	0.00366112	0.00541052	522.9448000000001	559.383	527.1406
15	0.00541052	0.00799222	648.575	616.476	644.2090000000001
16	0.00799222	0.0118022	724.7703999999998	652.097	690.7286000000001
17	0.0118022	0.0174249	783.5214000000001	694.815	695.5514000000001
18	0.0174249	0.0257228	87981.97609999999	86346.4	63057.139899999995
19	0.0257228	inf	97669.5	86346.4	89782.0
