time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.31639e-06	0.470776
1	6.31639e-06	1.5638e-05	0.470776
2	1.5638e-05	2.93945e-05	0.470803
3	2.93945e-05	4.9696e-05	16.6516
4	4.9696e-05	7.96563e-05	47.719
5	7.96563e-05	0.000123871	111.585
6	0.000123871	0.000189122	296.341
7	0.000189122	0.000285418	538.443
8	0.000285418	0.000427528	578.816
9	0.000427528	0.000637251	499.092
10	0.000637251	0.000946754	431.735
11	0.000946754	0.00140351	398.311
12	0.00140351	0.00207758	394.051
13	0.00207758	0.00307235	410.109
14	0.00307235	0.00454041	470.094
15	0.00454041	0.00670693	585.189
16	0.00670693	0.00990423	715.429
17	0.00990423	0.0146227	896.485
18	0.0146227	0.0215861	102967
19	0.0215861	inf	102967
