time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76068e-05	9.19723
1	1.76068e-05	4.23479e-05	9.19723
2	4.23479e-05	7.71138e-05	74.5694
3	7.71138e-05	0.000125967	131.338
4	0.000125967	0.000194614	205.998
5	0.000194614	0.000291078	274.995
6	0.000291078	0.000426628	310.789
7	0.000426628	0.000617101	310.919
8	0.000617101	0.000884754	303.212
9	0.000884754	0.00126086	300.781
10	0.00126086	0.00178936	310.803
11	0.00178936	0.002532	336.447
12	0.002532	0.00357556	391.53
13	0.00357556	0.00504196	508.499
14	0.00504196	0.00710253	625.732
15	0.00710253	0.00999804	688.415
16	0.00999804	0.0140668	731.185
17	0.0140668	0.0197842	803.262
18	0.0197842	0.0278182	88977.2
19	0.0278182	inf	88977.2
