time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.74659e-06	3.9267999999999996	0.44078	26.377799999999997
1	6.74659e-06	1.6703e-05	3.9267999999999996	0.44078	26.377799999999997
2	1.6703e-05	3.13964e-05	3.9267999999999996	0.440754	26.377799999999997
3	3.13964e-05	5.30806e-05	16.9126	9.38808	170.85678000000001
4	5.30806e-05	8.50815e-05	38.66091000000001	28.211	290.5788
5	8.50815e-05	0.000132308	59.08740000000001	102.787	489.65439999999995
6	0.000132308	0.000202003	138.40900000000002	261.982	783.1504
7	0.000202003	0.000304857	263.7169	459.17	929.6764000000001
8	0.000304857	0.000456646	344.92000000000013	486.995	782.3961000000002
9	0.000456646	0.000680652	336.8129999999999	439.467	591.5416000000001
10	0.000680652	0.00101124	313.68059999999997	395.383	456.07320000000004
11	0.00101124	0.0014991	298.5894	376.604	396.3645
12	0.0014991	0.00221908	302.4846	380.13	359.65139999999997
13	0.00221908	0.0032816	333.42449999999997	404.515	364.04599999999994
14	0.0032816	0.00484965	432.3925999999999	479.315	444.88540000000006
15	0.00484965	0.00716373	543.4079999999999	590.103	608.3302000000001
16	0.00716373	0.0105788	612.9199000000001	660.536	733.4232999999999
17	0.0105788	0.0156186	652.8701999999998	730.741	764.2000000000003
18	0.0156186	0.0230563	26010.3006	96455.2	754.2820000000002
19	0.0230563	inf	85058.9	96455.2	754.282
