time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.38568e-06	5.880780000000001	0.402628	12.416400000000001
1	7.38568e-06	1.82853e-05	5.880780000000001	0.402628	12.416400000000001
2	1.82853e-05	3.43706e-05	5.880780000000001	8.09584	12.416400000000001
3	3.43706e-05	5.81088e-05	47.345352000000005	2.4631	55.57056
4	5.81088e-05	9.31412e-05	102.47504000000002	44.8581	93.79839999999999
5	9.31412e-05	0.000144841	163.79960000000003	94.4178	135.05110000000002
6	0.000144841	0.000221138	234.3465	167.244	219.1004
7	0.000221138	0.000333735	299.7136	240.966	277.4121
8	0.000333735	0.000499903	318.5144	271.262	298.59159999999997
9	0.000499903	0.000745129	305.567	290.572	294.88800000000003
10	0.000745129	0.00110703	300.7196	312.526	295.6675
11	0.00110703	0.00164111	309.4511	344.45	307.3674
12	0.00164111	0.00242929	335.2414	387.948	334.7665999999999
13	0.00242929	0.00359246	393.69179999999994	467.443	394.56339999999994
14	0.00359246	0.00530905	518.6158999999999	584.216	520.3542999999999
15	0.00530905	0.00784233	660.4051999999999	659.508	656.0308000000001
16	0.00784233	0.0115809	796.8284	713.699	738.5224
17	0.0115809	0.0170982	852.4399999999998	802.371	737.0569999999999
18	0.0170982	0.0252404	700.0495999999999	87900.8	658.1616
19	0.0252404	inf	603.756	87900.8	622.814
