time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.62717e-05	13.394
1	1.62717e-05	3.91365e-05	13.394
2	3.91365e-05	7.1266e-05	80.6927
3	7.1266e-05	0.000116414	126.376
4	0.000116414	0.000179856	241.305
5	0.000179856	0.000269004	377.416
6	0.000269004	0.000394275	443.611
7	0.000394275	0.000570305	429.298
8	0.000570305	0.00081766	374.862
9	0.00081766	0.00116524	338.058
10	0.00116524	0.00165366	326.357
11	0.00165366	0.00233999	335.849
12	0.00233999	0.00330441	371.822
13	0.00330441	0.00465961	468.928
14	0.00465961	0.00656393	575.783
15	0.00656393	0.00923986	655.484
16	0.00923986	0.0130001	706.313
17	0.0130001	0.0182839	821.461
18	0.0182839	0.0257087	96411.3
19	0.0257087	inf	96411.3
