time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.05059e-06	94.6803	0.421815	1.35572
1	7.05059e-06	1.74557e-05	94.6803	0.421815	1.35572
2	1.74557e-05	3.28112e-05	94.6803	0.42177	1.35572
3	3.28112e-05	5.54724e-05	261.029	11.642	13.820509999999999
4	5.54724e-05	8.89153e-05	272.31860000000006	24.758	45.78247999999999
5	8.89153e-05	0.000138269	406.17379999999997	87.8122	113.37931999999999
6	0.000138269	0.000211105	721.3352000000002	190.558	215.6152
7	0.000211105	0.000318594	872.1080000000001	295.821	277.7458
8	0.000318594	0.000477222	719.2493	335.168	305.0491
9	0.000477222	0.000711323	523.8051999999999	344.635	304.44460000000004
10	0.000711323	0.0010568	433.2658	360.938	304.6244
11	0.0010568	0.00156665	382.1422	383.949	311.48249999999996
12	0.00156665	0.00231907	351.75450000000006	413.311	332.3913999999999
13	0.00231907	0.00342947	361.9204	454.574	391.8714000000001
14	0.00342947	0.00506817	452.36679999999996	525.578	503.95480000000015
15	0.00506817	0.00748653	619.6124	641.651	652.0068
16	0.00748653	0.0110555	761.9313000000001	798.489	754.1256
17	0.0110555	0.0163224	24051.5848	915.952	739.1904000000001
18	0.0163224	0.0240952	116861.00000000003	1080.16	575.1419999999999
19	0.0240952	inf	116861.0	1080.16	476.196
