time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75647e-05	10.7103
1	1.75647e-05	4.22466e-05	10.7103
2	4.22466e-05	7.69294e-05	49.455
3	7.69294e-05	0.000125666	131.715
4	0.000125666	0.000194149	219.616
5	0.000194149	0.000290382	276.124
6	0.000290382	0.000425608	313.679
7	0.000425608	0.000615626	312.514
8	0.000615626	0.000882639	300.784
9	0.000882639	0.00125784	297.753
10	0.00125784	0.00178508	310.407
11	0.00178508	0.00252595	344.3
12	0.00252595	0.00356701	410.742
13	0.00356701	0.0050299	513.484
14	0.0050299	0.00708555	615.171
15	0.00708555	0.00997414	667.924
16	0.00997414	0.0140332	661.262
17	0.0140332	0.0197369	620.562
18	0.0197369	0.0277517	512.896
19	0.0277517	inf	512.896
