time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76962e-05	1.61983
1	1.76962e-05	4.25628e-05	1.61983
2	4.25628e-05	7.75051e-05	73.2009
3	7.75051e-05	0.000126606	142.786
4	0.000126606	0.000195602	213.592
5	0.000195602	0.000292555	285.76
6	0.000292555	0.000428792	311.525
7	0.000428792	0.000620233	301.626
8	0.000620233	0.000889243	298.059
9	0.000889243	0.00126726	302.486
10	0.00126726	0.00179844	313.018
11	0.00179844	0.00254485	336.803
12	0.00254485	0.0035937	395.348
13	0.0035937	0.00506754	509.506
14	0.00506754	0.00713857	619.989
15	0.00713857	0.0100488	675.598
16	0.0100488	0.0141382	720.215
17	0.0141382	0.0198846	782.435
18	0.0198846	0.0279594	88547.6
19	0.0279594	inf	88547.6
