time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.00484e-06	56.73929999999999	0.425093	7.819349999999999
1	7.00484e-06	1.73424e-05	56.73929999999999	0.425093	7.819349999999999
2	1.73424e-05	3.25983e-05	56.73929999999999	0.424549	7.819349999999999
3	3.25983e-05	5.51125e-05	189.53200000000007	9.85918	25.854525000000002
4	5.51125e-05	8.83384e-05	237.2113	32.8126	64.69059
5	8.83384e-05	0.000137372	445.893	90.3986	131.8724
6	0.000137372	0.000209735	748.6694000000001	208.858	218.53820000000005
7	0.000209735	0.000316527	904.0519999999999	307.079	272.5232
8	0.000316527	0.000474126	764.9135000000001	336.736	296.9814
9	0.000474126	0.000706708	544.3108	341.375	303.7502
10	0.000706708	0.00104994	439.48960000000005	353.607	303.1738
11	0.00104994	0.00155649	386.8771	377.252	308.29699999999997
12	0.00155649	0.00230402	356.1015	411.044	327.78239999999994
13	0.00230402	0.00340722	365.21399999999994	455.988	379.7832
14	0.00340722	0.00503529	455.06460000000004	538.234	490.41200000000003
15	0.00503529	0.00743795	627.0087999999998	625.446	643.7652999999999
16	0.00743795	0.0109837	792.9346999999998	688.243	718.3705999999999
17	0.0109837	0.0162165	24321.703200000004	754.082	724.9258000000001
18	0.0162165	0.0239389	117866.99999999999	92801.8	44766.5015
19	0.0239389	inf	117867.0	92801.8	88803.0
