time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.59221e-06	6.18753	0.391675	1.8279500000000002
1	7.59221e-06	1.87966e-05	6.18753	0.391675	1.8279500000000002
2	1.87966e-05	3.53317e-05	6.18753	0.391677	1.8279500000000002
3	3.53317e-05	5.97338e-05	53.408625999999984	6.78375	43.815315000000005
4	5.97338e-05	9.57458e-05	115.75676	28.4868	101.77645000000001
5	9.57458e-05	0.000148891	208.54420000000005	84.4366	174.1794
6	0.000148891	0.000227322	339.70179999999993	168.71	251.03519999999997
7	0.000227322	0.000343068	441.8942	254.414	301.5758
8	0.000343068	0.000513883	442.8035	280.324	311.454
9	0.000513883	0.000765966	397.0256	293.417	304.418
10	0.000765966	0.00113798	355.5844	312.673	299.2356
11	0.00113798	0.001687	333.93179999999995	341.281	307.1585
12	0.001687	0.00249722	342.96340000000004	384.264	333.40180000000004
13	0.00249722	0.00369292	401.17369999999994	454.197	392.7152999999999
14	0.00369292	0.00545751	525.078	551.405	527.443
15	0.00545751	0.00806164	673.6025000000001	655.124	640.3659
16	0.00806164	0.0119047	833.1333000000001	766.402	695.8560000000001
17	0.0119047	0.0175763	1014.4320000000002	961.024	704.202
18	0.0175763	0.0259462	687.6513	2939.59	62304.6836
19	0.0259462	inf	647.457	2939.59	88706.0
