time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.91585e-06	0.430056
1	6.91585e-06	1.71221e-05	0.430056
2	1.71221e-05	3.21841e-05	1.31835
3	3.21841e-05	5.44123e-05	20.5642
4	5.44123e-05	8.72161e-05	23.5069
5	8.72161e-05	0.000135627	103.102
6	0.000135627	0.000207071	238.414
7	0.000207071	0.000312505	318.288
8	0.000312505	0.000468102	343.421
9	0.000468102	0.000697729	345.257
10	0.000697729	0.00103661	357.569
11	0.00103661	0.00153671	383.724
12	0.00153671	0.00227475	420.225
13	0.00227475	0.00336393	465.727
14	0.00336393	0.00497132	531.398
15	0.00497132	0.00734345	603.111
16	0.00734345	0.0108442	640.56
17	0.0108442	0.0160105	691.27
18	0.0160105	0.0236347	94077.8
19	0.0236347	inf	94077.8
