0.00067687	-119777105.47	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	92.8046,92.8046,171.649,227.739,268.8,293.135,306.959,316.843,328.127,342.669,360.945,382.758,405.139,420.878,425.178,421.481,414.122,406.675,402.92,402.92
0.00069992	-119741332.06	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	36.6869,36.6869,112.257,181.711,238.551,271.069,286.276,294.981,306.627,324.193,348.679,380.863,417.967,448.361,460.105,456.161,443.623,429.95,423.409,423.409
0.00072106	-119724065.63	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	19.5879,19.5879,88.2525,163.8,231.274,268.771,282.808,287.836,296.981,313.95,340.129,377.4,424.454,467.892,488.703,487.039,471.247,452.568,444.353,444.353
0.000740459	-119713604.29	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	12.7965,12.7965,76.3533,155.398,231.293,272.891,285.477,286.571,292.612,307.766,333.678,373.231,427.013,481.731,512.231,514.596,497.171,474.659,466.015,466.015
0.00075845	-119706455.30	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	9.6317,9.6317,69.7428,150.695,233.324,278.631,290.141,287.774,290.893,303.92,328.681,368.923,427.187,491.504,531.724,539.288,521.576,496.35,488.716,488.716
0.000775316	-119701180.73	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	8.02272,8.02272,65.894,147.643,235.511,284.175,295.111,289.964,290.607,301.563,324.789,364.781,425.933,498.346,547.994,561.504,544.617,517.759,512.837,512.837
0.000791275	-119697071.84	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	7.18227,7.18227,63.6893,145.492,237.291,288.91,299.711,292.459,291.129,300.217,321.773,360.946,423.842,503.052,561.67,581.576,566.43,538.991,538.865,538.865
0.000806488	-119693737.52	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	6.75841,6.75841,62.554,143.956,238.601,292.729,303.708,294.935,292.113,299.582,319.459,357.47,421.277,506.179,573.237,599.778,587.131,560.143,567.421,567.421
0.000821074	-119690944.67	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	6.57623,6.57623,62.1551,142.921,239.544,295.721,307.063,297.244,293.351,299.458,317.711,354.355,418.464,508.127,583.077,616.343,606.817,581.309,599.423,599.423
0.000835124	-119688546.36	0,1.76466e-05,4.24436e-05,7.72881e-05,0.000126251,0.000195054,0.000291736,0.000427592,0.000618496,0.000886754,0.00126371,0.0017934,0.00253772,0.00358364,0.00505336,0.00711859,0.0100206,0.0140986,0.0198289,0.0278811,inf	6.5395,6.5395,62.2724,142.32,240.254,298.033,309.82,299.322,294.715,299.701,316.42,351.583,415.546,509.182,591.486,631.466,625.573,602.57,636.233,636.233
