time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.61519e-05	25.8774
1	1.61519e-05	3.88485e-05	25.8774
2	3.88485e-05	7.07417e-05	83.4419
3	7.07417e-05	0.000115558	109.876
4	0.000115558	0.000178533	196.026
5	0.000178533	0.000267025	385.339
6	0.000267025	0.000391374	471.356
7	0.000391374	0.000566109	436.332
8	0.000566109	0.000811644	389.686
9	0.000811644	0.00115667	351.848
10	0.00115667	0.0016415	330.749
11	0.0016415	0.00232277	333.493
12	0.00232277	0.0032801	360.08
13	0.0032801	0.00462533	453.555
14	0.00462533	0.00651563	594.302
15	0.00651563	0.00917188	682.681
16	0.00917188	0.0129044	761.097
17	0.0129044	0.0181494	866.896
18	0.0181494	0.0255195	97072.6
19	0.0255195	inf	97072.6
