time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.29235e-05	41.0003
1	1.29235e-05	3.10836e-05	41.0003
2	3.10836e-05	5.6602e-05	203.318
3	5.6602e-05	9.24603e-05	357.583
4	9.24603e-05	0.000142848	585.544
5	0.000142848	0.000213653	890.649
6	0.000213653	0.000313147	972.001
7	0.000313147	0.000452956	791.579
8	0.000452956	0.000649415	594.591
9	0.000649415	0.000925478	477.186
10	0.000925478	0.0013134	414.6
11	0.0013134	0.0018585	373.878
12	0.0018585	0.00262448	352.49
13	0.00262448	0.00370083	372.705
14	0.00370083	0.0052133	467.436
15	0.0052133	0.00733863	632.389
16	0.00733863	0.0103251	839.954
17	0.0103251	0.0145217	1212.09
18	0.0145217	0.0204187	1260.54
19	0.0204187	inf	1260.54
