time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.32917e-05	17.3573
1	1.32917e-05	3.19691e-05	17.3573
2	3.19691e-05	5.82146e-05	175.239
3	5.82146e-05	9.50944e-05	228.878
4	9.50944e-05	0.000146918	451.471
5	0.000146918	0.00021974	810.372
6	0.00021974	0.000322069	949.938
7	0.000322069	0.000465861	763.864
8	0.000465861	0.000667916	565.769
9	0.000667916	0.000951843	457.964
10	0.000951843	0.00135082	402.35
11	0.00135082	0.00191145	367.731
12	0.00191145	0.00269925	353.376
13	0.00269925	0.00380626	383.663
14	0.00380626	0.00536183	493.22
15	0.00536183	0.0075477	635.931
16	0.0075477	0.0106193	722.587
17	0.0106193	0.0149354	755.402
18	0.0149354	0.0210005	844.324
19	0.0210005	inf	844.324
