time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.37905e-06	29.175399999999993	0.466155	34.7101
1	6.37905e-06	1.57931e-05	29.175399999999993	0.466155	34.7101
2	1.57931e-05	2.9686e-05	29.175399999999993	1.42029	34.7101
3	2.9686e-05	5.01889e-05	62.12359999999999	9.70216	113.13402
4	5.01889e-05	8.04465e-05	102.69605999999999	47.4171	151.805
5	8.04465e-05	0.0001251	140.4416	116.932	268.9675
6	0.0001251	0.000190998	239.6786	282.432	547.4425
7	0.000190998	0.000288249	427.2642000000001	510.355	799.0522000000002
8	0.000288249	0.000431769	469.8502	548.461	757.7085999999999
9	0.000431769	0.000643572	419.98	483.669	584.3063000000001
10	0.000643572	0.000956145	372.1741999999999	422.463	463.74039999999997
11	0.000956145	0.00141743	341.5689999999999	393.228	397.2899999999999
12	0.00141743	0.00209819	331.51619999999997	392.97	353.4592
13	0.00209819	0.00310283	353.99580000000003	410.513	349.0975
14	0.00310283	0.00458545	435.3534000000001	466.708	414.3312
15	0.00458545	0.00677346	602.2600999999999	591.44	558.7979999999999
16	0.00677346	0.0100025	780.6437999999999	675.468	705.7836
17	0.0100025	0.0147678	904.5899	781.465	813.9222999999997
18	0.0147678	0.0218002	1623.1349999999998	102031.0	102918.97090000001
19	0.0218002	inf	2284.74	102031.0	114261.0
