left_time_boundary	im_N1	im_N2	m	M
0.0	14229116.044733455	11980120.170931952	0.004483004560347038	0.9988714237662467
756.9475247524754	14237149.540209776	11986883.924976574	0.004483004560347038	0.9999999495643419
1874.029702970297	2.255694227619797	2.2557055993171304	5.42980347065285e-08	0.9999999495733705
3522.5940594059407	2.093316992572097	2.0933271343976405	1.3675800148007235e-07	0.9999999496069151
5955.495049504951	2.0931432239916474	2.0931403888362374	5.198130221469509e-07	0.9999999497946661
9545.910891089108	2.10745465176644	2.1072793558755656	0.0010291665137310605	0.9999999999990792
14844.554455445545	2.0937994684619436	2.093734947744897	6.216959404357442e-05	0.9999999999996517
22664.158415841586	2.0874687308410023	2.0874535458108787	4.237714815547537e-05	0.999999999999869
34204.05940594059	2.0412324567738507	2.0412299757678714	2.463130907623084e-05	0.9999999999999434
51234.35643564357	2.073748331628008	2.0737477951642047	1.0834145133466488e-05	0.9999999999999671
76367.22772277228	2.10033162061199	2.1003316486885035	7.102016911539664e-07	0.9999999999999688
113457.42574257425	2.305670110696027	2.305670088939933	1.3450867690619815e-22	0.9999999999999688
168195.0495049505	2.1639379030927977	2.163937897745946	1.3450867690619815e-22	0.9999999999999688
248974.25742574257	2.0696683637897304	2.0696683655160744	2.6623511303591797e-30	0.9999999999999688
368186.1386138614	2.083040448310382	2.0830404431820466	2.6623511303591797e-30	0.9999999999999688
544116.8316831683	2.083040004871302	2.083040008536316	2.6623511303591797e-30	0.9999999999999688
803749.504950495	2.0830402320439054	2.0830401512716294	2.6623511303591797e-30	0.9999999999999688
1186910.891089109	2.083040224088018	2.083040253595814	9.638550763593857e-05	1.0
1752366.3366336634	2.0929129452831945	2.0929127929686198	9.999886158505291e-05	1.0
2586851.485148515	2.0929129452831945	2.0929127929686198	9.999886158505291e-05	1.0
