time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.06952e-06	0.420623
1	7.06952e-06	1.75025e-05	0.420623
2	1.75025e-05	3.28993e-05	8.76793
3	3.28993e-05	5.56214e-05	28.0211
4	5.56214e-05	8.91541e-05	39.3357
5	8.91541e-05	0.000138641	101.641
6	0.000138641	0.000211672	220.459
7	0.000211672	0.000319449	318.07
8	0.000319449	0.000478504	338.313
9	0.000478504	0.000713233	336.877
10	0.000713233	0.00105964	351.743
11	0.00105964	0.00157086	376.961
12	0.00157086	0.0023253	410.284
13	0.0023253	0.00343868	450.29
14	0.00343868	0.00508178	522.529
15	0.00508178	0.00750663	621.155
16	0.00750663	0.0110852	690.009
17	0.0110852	0.0163662	747.99
18	0.0163662	0.0241599	91953.2
19	0.0241599	inf	91953.2
