time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.32077e-06	0.470462
1	6.32077e-06	1.56488e-05	0.470462
2	1.56488e-05	2.94148e-05	0.470461
3	2.94148e-05	4.97304e-05	10.3599
4	4.97304e-05	7.97115e-05	35.3818
5	7.97115e-05	0.000123957	121.795
6	0.000123957	0.000189253	315.047
7	0.000189253	0.000285615	540.084
8	0.000285615	0.000427824	570.402
9	0.000427824	0.000637692	493.543
10	0.000637692	0.00094741	428.509
11	0.00094741	0.00140448	400.164
12	0.00140448	0.00207902	398.573
13	0.00207902	0.00307448	414.799
14	0.00307448	0.00454356	469.751
15	0.00454356	0.00671158	576.233
16	0.00671158	0.00991109	657.869
17	0.00991109	0.0146328	739.684
18	0.0146328	0.0216011	103023
19	0.0216011	inf	103023
