time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.10765e-06	41.27340000000001	2.34303	7.680939999999998
1	7.10765e-06	1.75969e-05	41.27340000000001	2.34303	7.680939999999998
2	1.75969e-05	3.30767e-05	41.27340000000001	1.43478	7.680939999999998
3	3.30767e-05	5.59214e-05	102.14904	15.9721	37.92742
4	5.59214e-05	8.9635e-05	132.8818	26.2051	85.33273000000001
5	8.9635e-05	0.000139389	289.9924	79.2473	142.44380000000004
6	0.000139389	0.000212814	600.0448	185.837	225.32560000000004
7	0.000212814	0.000321172	797.7514000000001	287.422	290.5358
8	0.000321172	0.000481085	713.3958999999999	324.226	316.6848
9	0.000481085	0.00071708	548.8104	336.346	311.4506
10	0.00071708	0.00106535	432.06260000000003	348.717	307.1245
11	0.00106535	0.00157933	376.1387	371.514	310.0362
12	0.00157933	0.00233784	351.18000000000006	404.665	329.03679999999997
13	0.00233784	0.00345723	358.467	449.077	382.62899999999996
14	0.00345723	0.00510919	464.59360000000004	531.562	499.77380000000005
15	0.00510919	0.00754712	637.2323999999999	621.004	657.9275
16	0.00754712	0.0111449	746.3330000000002	699.846	751.6367000000001
17	0.0111449	0.0164545	12221.6536	813.403	772.5664000000002
18	0.0164545	0.0242902	114076.00000000003	91401.0	899.4120000000001
19	0.0242902	inf	114076.0	91401.0	1028.21
